Time, Position, Orientation, Velocity, Headway_Distance, RPM, Gear, Throttle, Brake, Steering, Preceding_Vel
3.8,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.711 0.000 -0.469),1100.000,1.000,0.000,0.351,-0.008,(-0.101 0.000 -0.014)
4,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.692 0.000 -0.467),1100.000,1.000,0.000,0.350,-0.008,(-0.092 0.000 -0.013)
4.2,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.699 0.002 -0.466),1100.000,1.000,0.000,0.351,-0.008,(0.371 -0.001 0.032)
4.4,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.826 0.001 -0.480),1100.000,1.000,0.000,0.337,-0.008,(0.746 0.002 0.099)
4.6,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.989 0.000 -0.499),1100.000,1.000,0.000,0.351,-0.008,(0.870 0.000 0.135)
4.8,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-6.172 0.001 -0.510),1100.000,1.000,0.000,0.000,-0.006,(0.941 0.000 0.105)
5,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-6.368 0.001 -0.525),1100.000,1.000,0.000,0.000,-0.006,(1.010 -0.001 -0.016)
5.2,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.008 0.000 0.001),(-6.572 0.001 -0.544),1099.065,1.000,0.000,0.000,-0.006,(1.038 0.003 0.090)
5.4,(1190.098 -0.049 252.037),(0.997 0.000 0.081),(0.047 0.000 0.004),(-6.777 0.001 -0.556),1099.082,1.000,0.006,0.000,-0.006,(1.053 -0.004 0.184)
5.6,(1190.112 -0.049 252.039),(0.997 0.000 0.081),(0.084 0.000 0.007),(-6.976 0.001 -0.567),1104.347,1.000,0.062,0.000,-0.002,(1.083 0.002 -0.100)
5.8,(1190.132 -0.049 252.040),(0.997 0.000 0.081),(0.121 0.000 0.010),(-7.163 0.000 -0.592),1152.017,1.000,0.118,0.000,0.000,(1.022 0.007 0.213)
6,(1190.161 -0.049 252.043),(0.997 0.000 0.081),(0.165 0.000 0.013),(-7.331 0.000 -0.589),1212.511,1.000,0.154,0.000,-0.002,(0.961 0.009 -0.112)
6.2,(1190.201 -0.049 252.046),(0.997 0.000 0.081),(0.224 0.000 0.018),(-7.456 0.000 -0.615),1311.750,1.000,0.211,0.000,-0.006,(0.748 0.008 0.383)
6.4,(1190.254 -0.049 252.050),(0.997 0.001 0.081),(0.309 0.000 0.025),(-7.550 0.001 -0.628),1428.384,1.000,0.294,0.000,-0.004,(0.784 0.009 0.008)
6.6,(1190.330 -0.049 252.056),(0.997 0.001 0.081),(0.441 0.000 0.036),(-7.643 0.000 -0.633),1550.580,1.000,0.309,0.000,-0.002,(0.883 -0.003 0.079)
6.8,(1190.436 -0.050 252.065),(0.997 0.001 0.081),(0.602 0.000 0.049),(-7.724 0.000 -0.641),1601.884,1.000,0.309,0.000,0.000,(0.976 0.001 0.085)
7,(1190.574 -0.049 252.076),(0.997 0.001 0.081),(0.763 0.000 0.062),(-7.790 0.000 -0.645),1632.462,1.000,0.331,0.000,0.000,(1.061 0.000 0.063)
7.2,(1190.745 -0.050 252.090),(0.997 0.001 0.081),(0.936 0.000 0.076),(-7.840 0.000 -0.649),1695.393,1.000,0.358,0.000,0.000,(1.144 0.002 0.068)
7.4,(1190.952 -0.050 252.107),(0.997 0.001 0.081),(1.115 0.000 0.090),(-7.870 0.000 -0.648),1709.394,1.000,0.336,0.000,0.000,(1.224 0.001 0.070)
7.6,(1191.193 -0.050 252.126),(0.997 0.001 0.081),(1.284 0.000 0.104),(-7.881 0.000 -0.645),1724.106,1.000,0.336,0.000,0.000,(1.287 -0.005 0.149)
7.8,(1191.469 -0.050 252.149),(0.997 0.001 0.081),(1.450 0.000 0.117),(-7.871 0.000 -0.642),1738.109,1.000,0.318,0.000,0.000,(1.361 0.002 0.007)
8,(1191.774 -0.049 252.173),(0.997 0.001 0.081),(1.569 0.000 0.127),(-7.841 0.000 -0.643),1588.366,1.000,0.019,0.000,0.000,(1.401 0.000 0.072)
8.2,(1192.086 -0.049 252.199),(0.997 0.000 0.081),(1.542 0.000 0.125),(-7.813 0.001 -0.639),1149.110,1.000,0.000,0.000,0.000,(1.430 -0.003 0.237)
8.4,(1192.386 -0.049 252.223),(0.997 -0.001 0.081),(1.466 0.000 0.119),(-7.804 0.001 -0.634),1100.000,0.000,0.000,0.000,0.000,(1.456 0.008 0.086)
8.599999,(1192.671 -0.049 252.246),(0.997 0.000 0.081),(1.390 0.000 0.112),(-7.809 0.001 -0.642),1100.000,0.000,0.000,0.000,0.000,(1.445 -0.006 0.025)
8.8,(1192.940 -0.049 252.268),(0.997 0.000 0.081),(1.313 0.000 0.106),(-7.824 0.001 -0.629),1100.000,2.000,0.000,0.000,0.000,(1.365 -0.008 0.243)
9,(1193.195 -0.049 252.288),(0.997 0.000 0.081),(1.237 0.000 0.100),(-7.837 0.001 -0.655),1100.000,2.000,0.000,0.000,0.000,(1.356 -0.003 0.142)
9.2,(1193.434 -0.049 252.308),(0.997 0.000 0.081),(1.161 0.000 0.094),(-7.878 0.001 -0.655),1100.000,2.000,0.000,0.000,0.000,(1.437 0.003 0.105)
9.4,(1193.658 -0.049 252.326),(0.997 0.000 0.081),(1.085 0.000 0.088),(-7.950 0.000 -0.663),1100.000,2.000,0.000,0.000,0.000,(1.519 0.000 0.136)
9.599999,(1193.866 -0.049 252.343),(0.997 0.000 0.081),(1.009 0.000 0.082),(-8.055 0.001 -0.674),1100.000,2.000,0.000,0.000,0.000,(1.602 0.000 0.143)
9.8,(1194.062 -0.049 252.358),(0.997 0.000 0.081),(0.959 0.000 0.077),(-8.188 0.000 -0.687),1098.249,2.000,0.000,0.000,0.008,(1.683 0.000 0.151)
10,(1194.251 -0.049 252.373),(0.997 0.000 0.081),(0.933 0.000 0.074),(-8.345 0.000 -0.703),1098.232,2.000,0.000,0.000,0.008,(1.764 0.000 0.158)
10.2,(1194.434 -0.049 252.388),(0.997 0.000 0.081),(0.905 0.000 0.072),(-8.523 0.000 -0.721),1098.214,2.000,0.000,0.000,0.010,(1.844 0.000 0.165)
10.4,(1194.613 -0.049 252.402),(0.997 0.000 0.081),(0.886 0.000 0.069),(-8.720 0.001 -0.736),1121.212,2.000,0.193,0.000,0.016,(1.916 0.002 0.166)
10.6,(1194.789 -0.049 252.416),(0.997 0.000 0.081),(0.872 0.000 0.068),(-8.937 0.000 -0.756),1174.097,2.000,0.208,0.000,0.016,(1.995 0.000 0.171)
10.8,(1194.964 -0.049 252.429),(0.997 0.000 0.081),(0.880 0.000 0.069),(-9.169 0.001 -0.772),1225.073,2.000,0.220,0.000,0.016,(2.067 0.001 0.140)
11,(1195.140 -0.049 252.443),(0.997 0.000 0.081),(0.887 0.000 0.069),(-9.415 0.000 -0.791),1254.061,2.000,0.253,0.000,0.017,(2.140 0.003 0.119)
11.2,(1195.320 -0.049 252.457),(0.997 0.000 0.081),(0.908 0.000 0.070),(-9.669 0.000 -0.802),1251.065,2.000,0.255,0.000,0.019,(2.207 0.001 0.070)
11.4,(1195.505 -0.049 252.471),(0.997 0.000 0.081),(0.937 0.000 0.072),(-9.927 0.001 -0.825),1297.820,2.000,0.272,0.000,0.021,(2.236 -0.005 0.082)
11.6,(1195.696 -0.049 252.486),(0.997 0.000 0.081),(0.964 0.000 0.074),(-10.184 0.001 -0.844),1297.619,2.000,0.283,0.000,0.019,(2.229 -0.003 0.386)
11.8,(1195.893 -0.049 252.501),(0.997 0.000 0.081),(1.004 0.000 0.078),(-10.435 0.001 -0.853),1331.777,2.000,0.285,0.000,0.016,(2.246 0.000 -0.174)
12,(1196.098 -0.049 252.517),(0.997 0.000 0.081),(1.036 0.000 0.081),(-10.671 0.001 -0.871),1343.759,2.000,0.331,0.000,0.010,(2.210 0.010 0.294)
12.2,(1196.311 -0.049 252.534),(0.997 0.001 0.081),(1.097 0.000 0.087),(-10.911 0.000 -0.895),1385.526,2.000,0.314,0.000,0.008,(2.300 0.002 0.173)
12.4,(1196.535 -0.049 252.552),(0.997 0.000 0.081),(1.140 0.000 0.091),(-11.155 0.000 -0.913),1371.664,2.000,0.338,0.000,0.008,(2.375 -0.001 0.184)
12.6,(1196.771 -0.049 252.571),(0.997 0.001 0.081),(1.208 0.000 0.096),(-11.402 0.000 -0.931),1405.667,2.000,0.337,0.000,0.008,(2.448 0.000 0.189)
12.8,(1197.017 -0.049 252.590),(0.997 0.000 0.081),(1.258 0.000 0.100),(-11.654 0.000 -0.950),1399.633,2.000,0.334,0.000,0.006,(2.521 0.000 0.195)
13,(1197.276 -0.049 252.611),(0.997 0.000 0.081),(1.317 0.000 0.106),(-11.907 0.000 -0.969),1390.708,2.000,0.409,0.000,0.004,(2.593 0.000 0.200)
13.2,(1197.550 -0.049 252.633),(0.997 0.001 0.081),(1.421 0.000 0.114),(-12.160 0.000 -0.988),1519.940,2.000,0.479,0.000,0.004,(2.664 0.000 0.206)
13.4,(1197.849 -0.049 252.657),(0.997 0.001 0.081),(1.548 0.000 0.124),(-12.401 0.000 -1.006),1540.429,2.000,0.504,0.000,0.006,(2.734 0.000 0.211)
13.6,(1198.176 -0.050 252.683),(0.997 0.001 0.081),(1.711 0.000 0.137),(-12.628 0.000 -1.022),1567.975,2.000,0.447,0.000,0.006,(2.803 0.000 0.217)
13.8,(1198.532 -0.049 252.711),(0.997 0.001 0.081),(1.825 0.000 0.146),(-12.840 0.000 -1.038),1531.253,2.000,0.436,0.000,0.006,(2.871 0.000 0.222)
14,(1198.911 -0.049 252.742),(0.997 0.001 0.081),(1.954 0.000 0.155),(-13.043 0.000 -1.053),1547.069,2.000,0.417,0.000,0.008,(2.939 0.000 0.227)
14.2,(1199.312 -0.049 252.773),(0.997 0.001 0.081),(2.047 0.000 0.162),(-13.233 0.001 -1.079),1532.507,2.000,0.413,0.000,0.008,(2.972 0.003 0.306)
14.4,(1199.735 -0.049 252.807),(0.997 0.001 0.081),(2.176 0.000 0.172),(-13.408 0.000 -1.084),1595.894,2.000,0.508,0.000,0.012,(2.974 -0.001 0.303)
14.6,(1200.183 -0.050 252.842),(0.997 0.001 0.080),(2.314 0.000 0.181),(-13.550 0.000 -1.121),1642.993,2.000,0.531,0.000,0.014,(2.956 -0.005 0.208)
14.8,(1200.666 -0.050 252.880),(0.997 0.001 0.080),(2.475 0.000 0.193),(-13.665 0.000 -1.126),1606.891,2.000,0.456,0.000,0.014,(3.016 0.002 0.249)
15,(1201.176 -0.049 252.920),(0.997 0.001 0.080),(2.611 0.000 0.205),(-13.765 0.000 -1.138),1604.251,2.000,0.417,0.000,0.010,(3.081 -0.001 0.263)
15.2,(1201.710 -0.049 252.962),(0.997 0.001 0.081),(2.710 0.000 0.214),(-13.854 0.000 -1.149),1574.094,2.000,0.389,0.000,0.010,(3.146 0.000 0.269)
15.4,(1202.263 -0.049 253.005),(0.997 0.001 0.080),(2.809 0.000 0.220),(-13.937 0.000 -1.160),1575.211,2.000,0.349,0.000,0.012,(3.209 0.000 0.274)
15.6,(1202.833 -0.049 253.050),(0.997 0.000 0.080),(2.874 0.000 0.226),(-14.016 0.000 -1.170),1557.000,2.000,0.376,0.000,0.012,(3.271 0.000 0.280)
15.8,(1203.417 -0.049 253.096),(0.997 0.001 0.080),(2.963 0.000 0.233),(-14.093 0.000 -1.181),1595.134,2.000,0.384,0.000,0.012,(3.333 0.000 0.285)
16,(1204.017 -0.049 253.143),(0.997 0.000 0.080),(3.039 0.000 0.239),(-14.166 0.000 -1.191),1606.210,2.000,0.384,0.000,0.012,(3.393 0.000 0.290)
16.2,(1204.636 -0.049 253.192),(0.997 0.001 0.080),(3.138 0.000 0.247),(-14.233 0.000 -1.201),1614.666,2.000,0.372,0.000,0.012,(3.452 0.000 0.295)
16.4,(1205.270 -0.049 253.242),(0.997 0.001 0.080),(3.209 0.000 0.252),(-14.296 0.000 -1.211),1623.793,2.000,0.390,0.000,0.012,(3.511 0.000 0.300)
16.6,(1205.923 -0.049 253.293),(0.997 0.001 0.080),(3.294 0.000 0.261),(-14.351 0.000 -1.220),1601.529,2.000,0.390,0.000,0.010,(3.568 0.000 0.305)
16.8,(1206.592 -0.049 253.346),(0.997 0.001 0.080),(3.389 0.000 0.269),(-14.402 0.000 -1.229),1649.375,2.000,0.388,0.000,0.008,(3.625 0.000 0.310)
17,(1207.280 -0.049 253.401),(0.997 0.001 0.080),(3.471 0.000 0.276),(-14.445 0.000 -1.236),1635.263,2.000,0.388,0.000,0.008,(3.680 0.000 0.314)
17.2,(1207.985 -0.049 253.457),(0.997 0.001 0.080),(3.571 0.000 0.284),(-14.482 0.000 -1.244),1673.896,2.000,0.391,0.000,0.008,(3.735 0.000 0.319)
17.4,(1208.708 -0.049 253.515),(0.997 0.000 0.080),(3.649 0.000 0.290),(-14.510 0.000 -1.239),1659.703,2.000,0.372,0.000,0.008,(3.775 0.003 0.296)
17.6,(1209.448 -0.049 253.573),(0.997 0.001 0.080),(3.734 0.000 0.297),(-14.531 0.000 -1.232),1648.324,2.000,0.328,0.000,0.008,(3.825 -0.014 0.100)
17.8,(1210.200 -0.049 253.633),(0.997 0.000 0.080),(3.786 0.000 0.301),(-14.539 0.001 -1.235),1654.015,2.000,0.356,0.000,0.008,(3.784 0.015 0.427)
18,(1210.965 -0.049 253.694),(0.997 0.001 0.080),(3.864 0.000 0.305),(-14.538 0.000 -1.243),1666.661,2.000,0.333,0.000,0.014,(3.848 0.006 0.323)
18.2,(1211.743 -0.049 253.755),(0.997 0.000 0.080),(3.910 0.000 0.309),(-14.536 0.000 -1.248),1649.158,2.000,0.312,0.000,0.012,(3.900 -0.003 0.331)
18.4,(1212.531 -0.049 253.817),(0.997 0.000 0.080),(3.952 0.000 0.312),(-14.534 0.000 -1.252),1598.461,2.000,0.291,0.000,0.012,(3.951 0.001 0.335)
18.6,(1213.325 -0.049 253.880),(0.997 0.000 0.080),(3.990 0.000 0.315),(-14.535 0.000 -1.257),1629.960,2.000,0.280,0.000,0.012,(4.001 0.000 0.340)
18.8,(1214.126 -0.049 253.943),(0.997 0.000 0.080),(4.007 0.000 0.316),(-14.539 0.000 -1.262),1536.810,2.000,0.133,0.000,0.012,(4.050 0.000 0.344)
19,(1214.926 -0.049 254.006),(0.997 0.000 0.080),(3.988 0.000 0.314),(-14.555 0.000 -1.268),1485.875,2.000,0.233,0.000,0.012,(4.098 0.000 0.348)
19.2,(1215.722 -0.049 254.069),(0.997 0.000 0.080),(3.974 0.000 0.313),(-14.584 0.000 -1.276),1562.891,2.000,0.295,0.000,0.012,(4.145 0.000 0.352)
19.4,(1216.519 -0.049 254.132),(0.997 0.000 0.080),(4.005 0.000 0.315),(-14.620 0.000 -1.284),1633.870,2.000,0.300,0.000,0.012,(4.191 0.000 0.356)
19.6,(1217.323 -0.049 254.195),(0.997 0.000 0.080),(4.033 0.000 0.317),(-14.659 0.000 -1.292),1642.088,2.000,0.314,0.000,0.012,(4.236 0.000 0.360)
19.8,(1218.136 -0.049 254.259),(0.997 0.000 0.080),(4.089 0.000 0.324),(-14.699 0.000 -1.300),1674.778,2.000,0.327,0.000,0.008,(4.281 0.000 0.363)
20,(1218.957 -0.049 254.324),(0.997 0.000 0.080),(4.129 0.000 0.326),(-14.739 0.000 -1.308),1674.378,2.000,0.318,0.000,0.010,(4.325 0.000 0.367)
20.2,(1219.789 -0.049 254.390),(0.997 0.000 0.080),(4.173 0.000 0.328),(-14.776 0.000 -1.308),1626.644,2.000,0.279,0.000,0.012,(4.366 -0.015 0.147)
20.4,(1220.626 -0.049 254.456),(0.997 0.000 0.080),(4.200 0.000 0.330),(-14.814 0.000 -1.302),1618.889,2.000,0.225,0.000,0.010,(4.395 0.009 0.322)
20.6,(1221.467 -0.049 254.522),(0.997 0.000 0.080),(4.199 0.000 0.334),(-14.857 0.000 -1.299),1552.787,2.000,0.184,0.000,0.006,(4.438 -0.003 0.319)
20.8,(1222.306 -0.049 254.589),(0.997 0.000 0.080),(4.188 0.000 0.333),(-14.910 0.001 -1.288),1543.322,2.000,0.186,0.000,0.006,(4.473 -0.016 0.082)
21,(1223.141 -0.049 254.655),(0.997 0.000 0.080),(4.168 0.000 0.328),(-14.963 0.001 -1.292),1558.740,2.000,0.299,0.000,0.016,(4.451 0.013 0.391)
21.2,(1223.977 -0.049 254.720),(0.997 0.000 0.079),(4.200 0.000 0.326),(-15.023 0.000 -1.295),1685.260,2.000,0.342,0.000,0.017,(4.496 0.001 0.339)
21.4,(1224.822 -0.049 254.786),(0.997 0.000 0.079),(4.245 0.000 0.327),(-15.082 0.000 -1.298),1700.818,2.000,0.342,0.000,0.017,(4.536 -0.001 0.343)
21.6,(1225.679 -0.049 254.852),(0.997 0.001 0.078),(4.318 0.000 0.331),(-15.136 0.000 -1.301),1721.322,2.000,0.331,0.000,0.017,(4.575 0.000 0.346)
21.8,(1226.546 -0.049 254.918),(0.997 0.000 0.078),(4.359 0.000 0.331),(-15.188 0.000 -1.304),1696.956,2.000,0.299,0.000,0.019,(4.614 0.000 0.349)
22,(1227.423 -0.049 254.985),(0.997 0.000 0.077),(4.395 0.000 0.330),(-15.238 0.000 -1.307),1646.490,2.000,0.277,0.000,0.019,(4.651 0.000 0.352)
22.2,(1228.305 -0.049 255.051),(0.997 0.000 0.077),(4.423 0.000 0.329),(-15.291 0.000 -1.311),1668.154,2.000,0.265,0.000,0.019,(4.688 0.000 0.354)
22.4,(1229.192 -0.049 255.117),(0.997 0.000 0.076),(4.439 0.000 0.326),(-15.345 0.000 -1.317),1653.641,2.000,0.310,0.000,0.023,(4.724 0.000 0.357)
22.6,(1230.086 -0.049 255.182),(0.997 0.001 0.075),(4.503 0.000 0.324),(-15.400 0.000 -1.323),1780.667,2.000,0.403,0.000,0.027,(4.760 0.000 0.360)
22.8,(1230.995 -0.049 255.248),(0.997 0.001 0.073),(4.583 0.000 0.322),(-15.446 0.000 -1.330),1776.527,2.000,0.374,0.000,0.029,(4.795 0.000 0.362)
23,(1231.922 -0.049 255.313),(0.997 0.001 0.072),(4.678 0.000 0.323),(-15.482 0.000 -1.337),1796.266,2.000,0.373,0.000,0.029,(4.829 0.000 0.365)
23.2,(1232.865 -0.049 255.378),(0.998 0.000 0.070),(4.745 0.000 0.320),(-15.509 0.000 -1.346),1795.513,2.000,0.371,0.000,0.029,(4.862 0.000 0.368)
23.4,(1233.824 -0.049 255.443),(0.998 0.001 0.069),(4.838 0.000 0.320),(-15.524 0.000 -1.361),1815.695,2.000,0.371,0.000,0.029,(4.862 -0.014 0.565)
23.6,(1234.797 -0.049 255.507),(0.998 0.000 0.068),(4.903 0.000 0.320),(-15.530 0.000 -1.383),1820.744,2.000,0.371,0.000,0.021,(4.906 0.008 0.415)
23.8,(1235.788 -0.049 255.572),(0.998 0.001 0.067),(4.978 0.000 0.327),(-15.524 0.000 -1.402),1791.050,2.000,0.356,0.000,0.016,(4.939 -0.002 0.422)
24,(1236.791 -0.049 255.638),(0.998 0.000 0.067),(5.046 0.000 0.332),(-15.506 0.001 -1.438),1819.897,2.000,0.334,0.000,0.008,(4.917 0.001 0.486)
24.2,(1237.806 -0.049 255.705),(0.998 0.000 0.067),(5.087 0.000 0.338),(-15.477 0.000 -1.452),1750.551,2.000,0.204,0.000,0.006,(4.937 0.008 0.438)
24.4,(1238.823 -0.049 255.773),(0.998 0.000 0.067),(5.078 0.000 0.337),(-15.451 0.000 -1.473),1672.886,2.000,0.155,0.000,0.006,(4.969 -0.003 0.439)
24.6,(1239.834 -0.049 255.840),(0.998 0.000 0.067),(5.035 0.000 0.338),(-15.445 0.001 -1.494),1579.263,2.000,0.013,0.000,0.000,(5.147 0.001 0.455)
24.8,(1240.832 -0.049 255.907),(0.998 -0.001 0.067),(4.947 0.000 0.332),(-15.512 0.002 -1.521),1257.228,2.000,0.000,0.000,0.000,(5.465 0.000 0.483)
25,(1241.809 -0.049 255.973),(0.998 -0.001 0.067),(4.828 0.000 0.324),(-15.664 0.002 -1.555),1101.812,2.000,0.000,0.000,0.000,(5.785 0.000 0.511)
25.2,(1242.761 -0.049 256.037),(0.998 -0.001 0.067),(4.707 0.000 0.317),(-15.904 0.002 -1.596),1119.722,2.000,0.061,0.000,-0.002,(6.112 0.000 0.540)
25.4,(1243.692 -0.049 256.100),(0.998 -0.001 0.067),(4.614 0.000 0.314),(-16.232 0.002 -1.645),1381.311,2.000,0.312,0.000,-0.008,(6.445 0.000 0.569)
25.6,(1244.611 -0.049 256.163),(0.998 0.000 0.067),(4.584 0.000 0.313),(-16.640 0.001 -1.699),1662.663,2.000,0.413,0.000,-0.008,(6.785 0.000 0.599)
25.8,(1245.535 -0.049 256.226),(0.998 0.001 0.067),(4.662 0.000 0.318),(-17.111 0.001 -1.759),1811.610,2.000,0.407,0.000,-0.008,(7.131 0.000 0.630)
26,(1246.478 -0.049 256.290),(0.998 0.001 0.067),(4.752 0.000 0.324),(-17.632 0.001 -1.824),1807.027,2.000,0.413,0.000,-0.008,(7.482 0.000 0.661)
26.2,(1247.441 -0.049 256.356),(0.998 0.001 0.067),(4.867 0.000 0.332),(-18.203 0.002 -1.869),1848.085,2.000,0.414,0.000,-0.008,(7.826 0.005 0.509)
26.4,(1248.425 -0.049 256.423),(0.998 0.001 0.067),(4.959 0.000 0.338),(-18.823 0.001 -1.916),1848.857,2.000,0.407,0.000,-0.008,(8.180 0.004 0.591)
26.6,(1249.429 -0.049 256.492),(0.998 0.001 0.067),(5.072 0.000 0.348),(-19.495 0.001 -1.968),1867.447,2.000,0.398,0.000,-0.012,(8.539 -0.002 0.615)
26.8,(1250.452 -0.049 256.562),(0.998 0.001 0.067),(5.154 0.000 0.353),(-20.219 0.001 -2.024),1874.165,2.000,0.402,0.000,-0.010,(8.899 0.001 0.641)
27,(1251.496 -0.050 256.633),(0.998 0.001 0.067),(5.275 0.000 0.361),(-20.995 0.001 -2.084),1923.641,2.000,0.511,0.000,-0.010,(9.256 0.000 0.667)
27.2,(1252.566 -0.050 256.707),(0.998 0.001 0.067),(5.449 0.000 0.373),(-21.814 0.001 -2.147),2020.972,2.000,0.608,0.000,-0.010,(9.608 0.000 0.693)
27.4,(1253.683 -0.050 256.783),(0.998 0.002 0.067),(5.667 0.000 0.389),(-22.657 0.001 -2.212),1984.119,2.000,0.524,0.000,-0.012,(9.955 0.000 0.718)
27.6,(1254.836 -0.050 256.862),(0.998 0.001 0.067),(5.852 0.000 0.405),(-23.560 0.003 -2.298),2037.271,2.000,0.508,0.000,-0.019,(10.651 0.005 0.945)
27.8,(1256.026 -0.050 256.945),(0.998 0.001 0.068),(6.006 0.000 0.418),(-24.620 0.004 -2.414),2046.388,2.000,0.508,0.000,-0.019,(11.730 0.000 1.037)
28,(1257.248 -0.050 257.030),(0.998 0.002 0.068),(6.207 0.000 0.433),(-25.827 0.001 -2.544),2108.366,2.000,0.564,0.000,-0.019,(12.245 -0.001 1.086)
28.2,(1258.512 -0.050 257.118),(0.998 0.001 0.068),(6.407 0.000 0.448),(-27.068 0.003 -2.678),2152.349,2.000,0.620,0.000,-0.023,(12.980 0.000 1.151)
28.4,(1259.825 -0.050 257.210),(0.998 0.002 0.068),(6.701 0.000 0.471),(-28.472 0.004 -2.827),2213.194,2.000,0.686,0.000,-0.025,(14.052 -0.001 1.246)
28.6,(1261.189 -0.050 257.306),(0.998 0.001 0.068),(6.933 0.000 0.490),(-30.004 0.002 -2.988),2255.036,2.000,0.716,0.000,-0.025,(14.829 0.000 1.315)
28.8,(1262.616 -0.051 257.407),(0.998 0.003 0.068),(7.293 0.000 0.515),(-31.625 0.002 -3.157),2307.127,2.000,0.716,0.000,-0.025,(15.566 -0.001 1.380)
29,(1264.104 -0.050 257.512),(0.998 0.002 0.069),(7.596 0.000 0.540),(-33.330 0.002 -3.335),2353.395,2.000,0.717,0.000,-0.031,(16.294 -0.001 1.444)
29.2,(1265.664 -0.051 257.624),(0.998 0.003 0.069),(7.937 0.000 0.569),(-35.108 0.002 -3.519),2364.628,2.000,0.796,0.000,-0.033,(17.021 -0.001 1.509)
29.4,(1267.297 -0.051 257.741),(0.998 0.003 0.070),(8.367 0.000 0.604),(-36.959 0.002 -3.711),2475.068,2.000,0.807,0.000,-0.033,(17.747 -0.001 1.573)
29.6,(1269.015 -0.050 257.865),(0.998 0.002 0.070),(8.747 0.000 0.633),(-38.870 0.003 -3.909),2548.957,2.000,0.812,0.000,-0.031,(18.472 -0.001 1.637)
29.8,(1270.814 -0.051 257.996),(0.997 0.003 0.071),(9.201 0.000 0.671),(-40.846 0.002 -4.112),2700.957,2.000,0.835,0.000,-0.033,(19.196 -0.001 1.701)
30,(1272.698 -0.051 258.133),(0.997 0.002 0.072),(9.598 -0.001 0.708),(-42.880 0.003 -4.322),2813.521,2.000,0.811,0.000,-0.033,(19.919 -0.001 1.765)
30.2,(1274.669 -0.051 258.279),(0.997 0.003 0.072),(10.054 0.000 0.746),(-44.967 0.003 -4.518),2952.648,2.000,0.776,0.000,-0.033,(20.584 -0.026 1.338)
30.4,(1276.718 -0.051 258.431),(0.997 0.002 0.073),(10.415 0.000 0.783),(-47.106 0.003 -4.646),3057.460,2.000,0.694,0.000,-0.031,(21.192 -0.005 1.609)
30.6,(1278.807 -0.049 258.589),(0.997 -0.001 0.075),(10.417 0.000 0.798),(-49.334 0.005 -4.817),2711.207,0.000,0.000,0.000,-0.031,(21.925 0.002 1.742)
